País,Ano,Quantidade (Kg),Valor_USD
Moldávia,1986,0,0
Moldávia,1987,0,0
Moldávia,1988,0,0
Moldávia,1989,0,0
Moldávia,1990,0,0
Moldávia,1991,0,0
Moldávia,1992,0,0
Moldávia,1993,0,0
Moldávia,1994,0,0
Moldávia,1995,0,0
Moldávia,1996,0,0
Moldávia,1997,0,0
Moldávia,1998,0,0
Moldávia,1999,0,0
Moldávia,2000,0,0
Moldávia,2001,0,0
Moldávia,2002,0,0
Moldávia,2003,0,0
Moldávia,2004,0,0
Moldávia,2005,0,0
Moldávia,2006,0,0
Moldávia,2007,0,0
Moldávia,2008,0,0
Moldávia,2009,0,0
Moldávia,2010,0,0
Moldávia,2011,0,0
Moldávia,2012,0,0
Moldávia,2013,0,0
Moldávia,2014,0,0
Moldávia,2015,0,0
Moldávia,2016,0,0
Moldávia,2017,0,0
Moldávia,2018,0,0
Moldávia,2019,0,0
Moldávia,2020,5832,8965
Moldávia,2021,25998,66480
Moldávia,2022,38336,70282
Moldávia,2023,51189,138741
Moldávia,2024,58609,158610
Montenegro,1970,0,0
Montenegro,1971,0,0
Montenegro,1972,0,0
Montenegro,1973,0,0
Montenegro,1974,0,0
Montenegro,1975,0,0
Montenegro,1976,0,0
Montenegro,1977,0,0
Montenegro,1978,0,0
Montenegro,1979,0,0
Montenegro,1980,0,0
Montenegro,1981,0,0
Montenegro,1982,0,0
Montenegro,1983,0,0
Montenegro,1984,0,0
Montenegro,1985,0,0
Montenegro,1986,0,0
Montenegro,1987,0,0
Montenegro,1988,0,0
Montenegro,1989,0,0
Montenegro,1990,0,0
Montenegro,1991,0,0
Montenegro,1992,0,0
Montenegro,1993,0,0
Montenegro,1994,0,0
Montenegro,1995,0,0
Montenegro,1996,0,0
Montenegro,1997,0,0
Montenegro,1998,0,0
Montenegro,1999,0,0
Montenegro,2000,0,0
Montenegro,2001,0,0
Montenegro,2002,0,0
Montenegro,2003,0,0
Montenegro,2004,0,0
Montenegro,2005,0,0
Montenegro,2006,0,0
Montenegro,2007,0,0
Montenegro,2008,0,0
Montenegro,2009,0,0
Montenegro,2010,0,0
Montenegro,2011,0,0
Montenegro,2012,0,0
Montenegro,2013,0,0
Montenegro,2014,0,0
Montenegro,2015,0,0
Montenegro,2016,0,0
Montenegro,2017,0,0
Montenegro,2018,0,0
Montenegro,2019,1701,5440
Montenegro,2020,0,0
Montenegro,2021,0,0
Montenegro,2022,0,0
Montenegro,2023,0,0
Montenegro,2024,0,0
México,1970,0,0
México,1971,0,0
México,1972,0,0
México,1973,0,0
México,1974,0,0
México,1975,0,0
México,1976,0,0
México,1977,0,0
México,1978,0,0
México,1979,0,0
México,1980,0,0
México,1981,0,0
México,1982,0,0
México,1983,0,0
México,1984,0,0
México,1985,0,0
México,1986,0,0
México,1987,0,0
México,1988,0,0
México,1989,0,0
México,1990,0,0
México,1991,0,0
México,1992,0,0
México,1993,0,0
México,1994,0,0
México,1995,0,0
México,1996,0,0
México,1997,0,0
México,1998,0,0
México,1999,0,0
México,2000,0,0
México,2001,0,0
México,2002,0,0
México,2003,0,0
México,2004,0,0
México,2005,0,0
México,2006,0,0
México,2007,0,0
México,2008,0,0
México,2009,0,0
México,2010,7004,63663
México,2011,0,0
México,2012,0,0
México,2013,0,0
México,2014,0,0
México,2015,0,0
México,2016,0,0
México,2017,0,0
México,2018,134,804
México,2019,646,3927
México,2020,33,181
México,2021,4,19
México,2022,0,0
México,2023,0,0
México,2024,0,0
Noruega,1970,0,0
Noruega,1971,0,0
Noruega,1972,0,0
Noruega,1973,0,0
Noruega,1974,0,0
Noruega,1975,0,0
Noruega,1976,0,0
Noruega,1977,0,0
Noruega,1978,0,0
Noruega,1979,0,0
Noruega,1980,0,0
Noruega,1981,0,0
Noruega,1982,0,0
Noruega,1983,0,0
Noruega,1984,0,0
Noruega,1985,0,0
Noruega,1986,0,0
Noruega,1987,0,0
Noruega,1988,0,0
Noruega,1989,0,0
Noruega,1990,0,0
Noruega,1991,0,0
Noruega,1992,0,0
Noruega,1993,0,0
Noruega,1994,0,0
Noruega,1995,0,0
Noruega,1996,0,0
Noruega,1997,0,0
Noruega,1998,0,0
Noruega,1999,0,0
Noruega,2000,0,0
Noruega,2001,0,0
Noruega,2002,0,0
Noruega,2003,0,0
Noruega,2004,0,0
Noruega,2005,0,0
Noruega,2006,0,0
Noruega,2007,0,0
Noruega,2008,0,0
Noruega,2009,0,0
Noruega,2010,0,0
Noruega,2011,0,0
Noruega,2012,0,0
Noruega,2013,0,0
Noruega,2014,0,0
Noruega,2015,0,0
Noruega,2016,396,253
Noruega,2017,5,27
Noruega,2018,0,0
Noruega,2019,0,0
Noruega,2020,0,0
Noruega,2021,0,0
Noruega,2022,0,0
Noruega,2023,0,0
Noruega,2024,0,0
Nova Zelândia,1970,0,0
Nova Zelândia,1971,0,0
Nova Zelândia,1972,0,0
Nova Zelândia,1973,0,0
Nova Zelândia,1974,0,0
Nova Zelândia,1975,0,0
Nova Zelândia,1976,0,0
Nova Zelândia,1977,0,0
Nova Zelândia,1978,0,0
Nova Zelândia,1979,0,0
Nova Zelândia,1980,0,0
Nova Zelândia,1981,0,0
Nova Zelândia,1982,0,0
Nova Zelândia,1983,0,0
Nova Zelândia,1984,0,0
Nova Zelândia,1985,0,0
Nova Zelândia,1986,0,0
Nova Zelândia,1987,0,0
Nova Zelândia,1988,0,0
Nova Zelândia,1989,0,0
Nova Zelândia,1990,0,0
Nova Zelândia,1991,0,0
Nova Zelândia,1992,0,0
Nova Zelândia,1993,0,0
Nova Zelândia,1994,0,0
Nova Zelândia,1995,0,0
Nova Zelândia,1996,0,0
Nova Zelândia,1997,0,0
Nova Zelândia,1998,0,0
Nova Zelândia,1999,0,0
Nova Zelândia,2000,0,0
Nova Zelândia,2001,0,0
Nova Zelândia,2002,0,0
Nova Zelândia,2003,21139,153081
Nova Zelândia,2004,11774,107273
Nova Zelândia,2005,31291,224441
Nova Zelândia,2006,31825,254987
Nova Zelândia,2007,47220,417276
Nova Zelândia,2008,58408,536625
Nova Zelândia,2009,30806,302244
Nova Zelândia,2010,102683,947043
Nova Zelândia,2011,151194,1267863
Nova Zelândia,2012,81611,790355
Nova Zelândia,2013,90728,840521
Nova Zelândia,2014,106251,843533
Nova Zelândia,2015,117340,950751
Nova Zelândia,2016,50177,361030
Nova Zelândia,2017,31379,248412
Nova Zelândia,2018,130854,686193
Nova Zelândia,2019,133179,776830
Nova Zelândia,2020,15372,89763
Nova Zelândia,2021,21995,137547
Nova Zelândia,2022,52265,403597
Nova Zelândia,2023,28665,254138
Nova Zelândia,2024,39629,279820
Não consta na tabela,1970,0,0
Não consta na tabela,1971,0,0
Não consta na tabela,1972,0,0
Não consta na tabela,1973,0,0
Não consta na tabela,1974,0,0
Não consta na tabela,1975,0,0
Não consta na tabela,1976,0,0
Não consta na tabela,1977,0,0
Não consta na tabela,1978,0,0
Não consta na tabela,1979,0,0
Não consta na tabela,1980,0,0
Não consta na tabela,1981,0,0
Não consta na tabela,1982,0,0
Não consta na tabela,1983,0,0
Não consta na tabela,1984,0,0
Não consta na tabela,1985,0,0
Não consta na tabela,1986,0,0
Não consta na tabela,1987,0,0
Não consta na tabela,1988,0,0
Não consta na tabela,1989,0,0
Não consta na tabela,1990,0,0
Não consta na tabela,1991,0,0
Não consta na tabela,1992,0,0
Não consta na tabela,1993,0,0
Não consta na tabela,1994,0,0
Não consta na tabela,1995,0,0
Não consta na tabela,1996,63755,148879
Não consta na tabela,1997,0,0
Não consta na tabela,1998,0,0
Não consta na tabela,1999,0,0
Não consta na tabela,2000,0,0
Não consta na tabela,2001,0,0
Não consta na tabela,2002,0,0
Não consta na tabela,2003,0,0
Não consta na tabela,2004,0,0
Não consta na tabela,2005,0,0
Não consta na tabela,2006,0,0
Não consta na tabela,2007,0,0
Não consta na tabela,2008,0,0
Não consta na tabela,2009,0,0
Não consta na tabela,2010,0,0
Não consta na tabela,2011,0,0
Não consta na tabela,2012,0,0
Não consta na tabela,2013,0,0
Não consta na tabela,2014,0,0
Não consta na tabela,2015,0,0
Não consta na tabela,2016,0,0
Não consta na tabela,2017,0,0
Não consta na tabela,2018,0,0
Não consta na tabela,2019,0,0
Não consta na tabela,2020,0,0
Não consta na tabela,2021,0,0
Não consta na tabela,2022,0,0
Não consta na tabela,2023,0,0
Não consta na tabela,2024,0,0
Não declarados,1970,0,0
Não declarados,1971,0,0
Não declarados,1972,0,0
Não declarados,1973,0,0
Não declarados,1974,0,0
Não declarados,1975,0,0
Não declarados,1976,0,0
Não declarados,1977,0,0
Não declarados,1978,0,0
Não declarados,1979,0,0
Não declarados,1980,0,0
Não declarados,1981,0,0
Não declarados,1982,0,0
Não declarados,1983,0,0
Não declarados,1984,0,0
Não declarados,1985,0,0
Não declarados,1986,0,0
Não declarados,1987,0,0
Não declarados,1988,0,0
Não declarados,1989,0,0
Não declarados,1990,0,0
Não declarados,1991,0,0
Não declarados,1992,0,0
Não declarados,1993,0,0
Não declarados,1994,0,0
Não declarados,1995,0,0
Não declarados,1996,21185,26664
Não declarados,1997,0,0
Não declarados,1998,0,0
Não declarados,1999,0,0
Não declarados,2000,0,0
Não declarados,2001,0,0
Não declarados,2002,0,0
Não declarados,2003,0,0
Não declarados,2004,0,0
Não declarados,2005,0,0
Não declarados,2006,0,0
Não declarados,2007,0,0
Não declarados,2008,0,0
Não declarados,2009,0,0
Não declarados,2010,0,0
Não declarados,2011,0,0
Não declarados,2012,0,0
Não declarados,2013,0,0
Não declarados,2014,0,0
Não declarados,2015,0,0
Não declarados,2016,0,0
Não declarados,2017,0,0
Não declarados,2018,0,0
Não declarados,2019,0,0
Não declarados,2020,0,0
Não declarados,2021,0,0
Não declarados,2022,0,0
Não declarados,2023,0,0
Não declarados,2024,0,0
Outros,1970,5508,4255
Outros,1971,77789,42028
Outros,1972,79052,25032
Outros,1973,4306,5775
Outros,1974,21501,28163
Outros,1975,18132,13989
Outros,1976,10200,7884
Outros,1977,450,642
Outros,1978,1347,1210
Outros,1979,2411,2614
Outros,1980,10446,10543
Outros,1981,17133,17869
Outros,1982,22104,30505
Outros,1983,6738,5862
Outros,1984,26490,34499
Outros,1985,5400,12812
Outros,1986,15717,18768
Outros,1987,28,40
Outros,1988,435,450
Outros,1989,10788,21458
Outros,1990,65835,145083
Outros,1991,97662,161151
Outros,1992,24465,59352
Outros,1993,146730,412893
Outros,1994,174758,289230
Outros,1995,200336,393140
Outros,1996,127039,295772
Outros,1997,186470,548733
Outros,1998,187919,480461
Outros,1999,49646,230829
Outros,2000,73451,295205
Outros,2001,47256,201927
Outros,2002,64069,256700
Outros,2003,0,0
Outros,2004,0,0
Outros,2005,13970,63967
Outros,2006,0,0
Outros,2007,0,0
Outros,2008,0,0
Outros,2009,0,0
Outros,2010,0,0
Outros,2011,0,0
Outros,2012,0,0
Outros,2013,0,0
Outros,2014,0,0
Outros,2015,0,0
Outros,2016,0,0
Outros,2017,0,0
Outros,2018,0,0
Outros,2019,0,0
Outros,2020,0,0
Outros,2021,0,0
Outros,2022,0,0
Outros,2023,0,0
Outros,2024,0,0
Panamá,1970,0,0
Panamá,1971,0,0
Panamá,1972,0,0
Panamá,1973,0,0
Panamá,1974,0,0
Panamá,1975,0,0
Panamá,1976,0,0
Panamá,1977,0,0
Panamá,1978,0,0
Panamá,1979,0,0
Panamá,1980,0,0
Panamá,1981,0,0
Panamá,1982,0,0
Panamá,1983,0,0
Panamá,1984,0,0
Panamá,1985,0,0
Panamá,1986,0,0
Panamá,1987,0,0
Panamá,1988,0,0
Panamá,1989,0,0
Panamá,1990,0,0
Panamá,1991,0,0
Panamá,1992,0,0
Panamá,1993,0,0
Panamá,1994,0,0
Panamá,1995,0,0
Panamá,1996,0,0
Panamá,1997,0,0
Panamá,1998,0,0
Panamá,1999,0,0
Panamá,2000,0,0
Panamá,2001,0,0
Panamá,2002,0,0
Panamá,2003,0,0
Panamá,2004,0,0
Panamá,2005,0,0
Panamá,2006,0,0
Panamá,2007,0,0
Panamá,2008,0,0
Panamá,2009,0,0
Panamá,2010,0,0
Panamá,2011,0,0
Panamá,2012,0,0
Panamá,2013,0,0
Panamá,2014,0,0
Panamá,2015,0,0
Panamá,2016,0,0
Panamá,2017,0,0
Panamá,2018,0,0
Panamá,2019,17,96
Panamá,2020,0,0
Panamá,2021,0,0
Panamá,2022,0,0
Panamá,2023,0,0
Panamá,2024,0,0
Paraguai,1970,0,0
Paraguai,1971,0,0
Paraguai,1972,0,0
Paraguai,1973,0,0
Paraguai,1974,0,0
Paraguai,1975,0,0
Paraguai,1976,0,0
Paraguai,1977,0,0
Paraguai,1978,0,0
Paraguai,1979,0,0
Paraguai,1980,0,0
Paraguai,1981,0,0
Paraguai,1982,0,0
Paraguai,1983,0,0
Paraguai,1984,0,0
Paraguai,1985,0,0
Paraguai,1986,0,0
Paraguai,1987,0,0
Paraguai,1988,0,0
Paraguai,1989,0,0
Paraguai,1990,0,0
Paraguai,1991,0,0
Paraguai,1992,0,0
Paraguai,1993,0,0
Paraguai,1994,0,0
Paraguai,1995,0,0
Paraguai,1996,0,0
Paraguai,1997,0,0
Paraguai,1998,0,0
Paraguai,1999,0,0
Paraguai,2000,0,0
Paraguai,2001,0,0
Paraguai,2002,0,0
Paraguai,2003,0,0
Paraguai,2004,0,0
Paraguai,2005,0,0
Paraguai,2006,0,0
Paraguai,2007,0,0
Paraguai,2008,0,0
Paraguai,2009,0,0
Paraguai,2010,0,0
Paraguai,2011,0,0
Paraguai,2012,0,0
Paraguai,2013,0,0
Paraguai,2014,0,0
Paraguai,2015,0,0
Paraguai,2016,0,0
Paraguai,2017,0,0
Paraguai,2018,0,0
Paraguai,2019,0,0
Paraguai,2020,0,0
Paraguai,2021,0,0
Paraguai,2022,0,0
Paraguai,2023,0,0
Paraguai,2024,1,21
Países Baixos (Holanda),1970,0,0
Países Baixos (Holanda),1971,0,0
Países Baixos (Holanda),1972,0,0
Países Baixos (Holanda),1973,0,0
Países Baixos (Holanda),1974,0,0
Países Baixos (Holanda),1975,0,0
Países Baixos (Holanda),1976,0,0
Países Baixos (Holanda),1977,0,0
Países Baixos (Holanda),1978,0,0
Países Baixos (Holanda),1979,0,0
Países Baixos (Holanda),1980,0,0
Países Baixos (Holanda),1981,0,0
Países Baixos (Holanda),1982,0,0
Países Baixos (Holanda),1983,0,0
Países Baixos (Holanda),1984,0,0
Países Baixos (Holanda),1985,0,0
Países Baixos (Holanda),1986,0,0
Países Baixos (Holanda),1987,0,0
Países Baixos (Holanda),1988,0,0
Países Baixos (Holanda),1989,0,0
Países Baixos (Holanda),1990,0,0
Países Baixos (Holanda),1991,0,0
Países Baixos (Holanda),1992,0,0
Países Baixos (Holanda),1993,0,0
Países Baixos (Holanda),1994,0,0
Países Baixos (Holanda),1995,0,0
Países Baixos (Holanda),1996,0,0
Países Baixos (Holanda),1997,0,0
Países Baixos (Holanda),1998,0,0
Países Baixos (Holanda),1999,0,0
Países Baixos (Holanda),2000,0,0
Países Baixos (Holanda),2001,0,0
Países Baixos (Holanda),2002,0,0
Países Baixos (Holanda),2003,0,0
Países Baixos (Holanda),2004,0,0
Países Baixos (Holanda),2005,0,0
Países Baixos (Holanda),2006,0,0
Países Baixos (Holanda),2007,0,0
Países Baixos (Holanda),2008,0,0
Países Baixos (Holanda),2009,0,0
Países Baixos (Holanda),2010,0,0
Países Baixos (Holanda),2011,0,0
Países Baixos (Holanda),2012,0,0
Países Baixos (Holanda),2013,0,0
Países Baixos (Holanda),2014,0,0
Países Baixos (Holanda),2015,0,0
Países Baixos (Holanda),2016,0,43
Países Baixos (Holanda),2017,0,0
Países Baixos (Holanda),2018,283,8719
Países Baixos (Holanda),2019,634,5297
Países Baixos (Holanda),2020,2285,22990
Países Baixos (Holanda),2021,0,0
Países Baixos (Holanda),2022,0,0
Países Baixos (Holanda),2023,9,354
Países Baixos (Holanda),2024,810,8649
Peru,1970,0,0
Peru,1971,0,0
Peru,1972,0,0
Peru,1973,0,0
Peru,1974,0,0
Peru,1975,0,0
Peru,1976,0,0
Peru,1977,0,0
Peru,1978,0,0
Peru,1979,0,0
Peru,1980,0,0
Peru,1981,0,0
Peru,1982,0,0
Peru,1983,0,0
Peru,1984,0,0
Peru,1985,0,0
Peru,1986,0,0
Peru,1987,0,0
Peru,1988,0,0
Peru,1989,0,0
Peru,1990,0,0
Peru,1991,0,0
Peru,1992,0,0
Peru,1993,0,0
Peru,1994,0,0
Peru,1995,0,0
Peru,1996,0,0
Peru,1997,0,0
Peru,1998,0,0
Peru,1999,0,0
Peru,2000,0,0
Peru,2001,0,0
Peru,2002,0,0
Peru,2003,0,0
Peru,2004,0,0
Peru,2005,0,0
Peru,2006,0,0
Peru,2007,0,0
Peru,2008,0,0
Peru,2009,0,0
Peru,2010,33,252
Peru,2011,0,0
Peru,2012,0,0
Peru,2013,0,0
Peru,2014,3201,7906
Peru,2015,0,0
Peru,2016,0,0
Peru,2017,0,0
Peru,2018,77,653
Peru,2019,0,0
Peru,2020,0,0
Peru,2021,0,0
Peru,2022,17861,84084
Peru,2023,12276,58862
Peru,2024,0,0
Porto Rico,1970,0,0
Porto Rico,1971,0,0
Porto Rico,1972,0,0
Porto Rico,1973,0,0
Porto Rico,1974,0,0
Porto Rico,1975,0,0
Porto Rico,1976,0,0
Porto Rico,1977,0,0
Porto Rico,1978,0,0
Porto Rico,1979,0,0
Porto Rico,1980,0,0
Porto Rico,1981,0,0
Porto Rico,1982,0,0
Porto Rico,1983,0,0
Porto Rico,1984,0,0
Porto Rico,1985,0,0
Porto Rico,1986,0,0
Porto Rico,1987,0,0
Porto Rico,1988,0,0
Porto Rico,1989,0,0
Porto Rico,1990,0,0
Porto Rico,1991,0,0
Porto Rico,1992,0,0
Porto Rico,1993,0,0
Porto Rico,1994,0,0
Porto Rico,1995,0,0
Porto Rico,1996,0,0
Porto Rico,1997,0,0
Porto Rico,1998,0,0
Porto Rico,1999,0,0
Porto Rico,2000,0,0
Porto Rico,2001,0,0
Porto Rico,2002,0,0
Porto Rico,2003,0,0
Porto Rico,2004,0,0
Porto Rico,2005,0,0
Porto Rico,2006,0,0
Porto Rico,2007,15658,14781
Porto Rico,2008,0,0
Porto Rico,2009,0,0
Porto Rico,2010,0,0
Porto Rico,2011,0,0
Porto Rico,2012,0,0
Porto Rico,2013,0,0
Porto Rico,2014,0,0
Porto Rico,2015,0,0
Porto Rico,2016,0,0
Porto Rico,2017,0,0
Porto Rico,2018,47,404
Porto Rico,2019,21,115
Porto Rico,2020,54,1090
Porto Rico,2021,0,0
Porto Rico,2022,0,0
Porto Rico,2023,2021,4481
Porto Rico,2024,0,0
Portugal,1970,785609,531480
Portugal,1971,897310,620790
Portugal,1972,1650727,1226232
Portugal,1973,2818320,2238637
Portugal,1974,2245288,1917710
Portugal,1975,2192004,1838430
Portugal,1976,2284423,1872573
Portugal,1977,2132582,1847604
Portugal,1978,2763298,2706030
Portugal,1979,2823760,3493450
Portugal,1980,1601931,2146952
Portugal,1981,933906,1271300
Portugal,1982,1074983,1258983
Portugal,1983,1189656,1338370
Portugal,1984,536706,531515
Portugal,1985,1484998,1406897
Portugal,1986,2270772,2258643
Portugal,1987,1477093,1610041
Portugal,1988,1454323,1884873
Portugal,1989,1690391,2924935
Portugal,1990,1423882,2793037
Portugal,1991,1361858,2525520
Portugal,1992,1034446,1792170
Portugal,1993,1678448,2873315
Portugal,1994,2549247,4471214
Portugal,1995,5442249,10703599
Portugal,1996,4438522,9226840
Portugal,1997,5421763,12467340
Portugal,1998,4656474,12314487
Portugal,1999,4408133,12406498
Portugal,2000,5011051,13191073
Portugal,2001,5225372,13988909
Portugal,2002,3047860,8596328
Portugal,2003,3344190,9649346
Portugal,2004,4151101,12084110
Portugal,2005,5182827,15007625
Portugal,2006,5936299,19063151
Portugal,2007,6805601,23945522
Portugal,2008,6213781,23826443
Portugal,2009,5884719,23688318
Portugal,2010,7801759,29299792
Portugal,2011,8556375,35247223
Portugal,2012,9714940,36190898
Portugal,2013,9299080,35729522
Portugal,2014,9735153,37071142
Portugal,2015,9952290,32547365
Portugal,2016,10821232,29495190
Portugal,2017,17345709,45032247
Portugal,2018,17698831,53237413
Portugal,2019,18228699,51444189
Portugal,2020,23627260,66353572
Portugal,2021,25925363,75668823
Portugal,2022,24108787,64795326
Portugal,2023,25099409,71970948
Portugal,2024,27460645,81087293
Reino Unido,1970,0,0
Reino Unido,1971,0,0
Reino Unido,1972,0,0
Reino Unido,1973,0,0
